CSD,Period,"Apartment, less than 5 stories (Count)","Apartment, 5 or more stories (Count)","Apartment, duplex (Count)",Movable dwelling (Count),Other attached dwelling (Count),Row house (Count),Semi-detached house (Count),Single-detached house (Count),Key
Stony Plain,2011,1165,0,30,310,10,225,470,3610,Stony Plain2011
Stony Plain,2016,1215,65,75,155,5,280,685,4165,Stony Plain2016
Stony Plain,2021,1285,180,75,390,2425,315,745,4140,Stony Plain2021
Stony Plain 135,2001,0,0,0,30,0,35,5,170,Stony Plain 1352001
Stony Plain 135,2011,30,0,0,10,0,0,0,180,Stony Plain 1352011
Stony Plain 135,2016,110,90,0,10,0,10,5,235,Stony Plain 1352016
Stony Plain 135,2021,150,105,0,0,170,10,0,310,Stony Plain 1352021
Strathcona County,2001,560,5,100,120,5,1045,550,21510,Strathcona County2001
Strathcona County,2006,965,0,105,670,10,1135,1135,24625,Strathcona County2006
Strathcona County,2011,1615,275,90,910,5,1275,1580,27375,Strathcona County2011
Strathcona County,2016,2160,305,75,865,0,1465,2050,28640,Strathcona County2016
Strathcona County,2021,2495,330,75,915,6330,1590,2155,29555,Strathcona County2021
Strathmore,2001,270,0,15,300,0,225,225,1690,Strathmore2001
Strathmore,2006,450,0,15,160,0,280,410,2465,Strathmore2006
Strathmore,2011,505,0,35,185,5,365,520,2970,Strathmore2011
Strathmore,2016,650,0,50,220,5,540,605,3075,Strathmore2016
Strathmore,2021,735,0,50,225,2055,550,715,3230,Strathmore2021
Sturgeon County,2001,25,0,5,345,10,0,275,4895,Sturgeon County2001
Sturgeon County,2006,0,0,15,230,10,0,300,5480,Sturgeon County2006
Sturgeon County,2011,0,0,5,495,5,0,295,5750,Sturgeon County2011
Sturgeon County,2016,0,0,10,445,5,0,285,6125,Sturgeon County2016
Sturgeon County,2021,10,0,0,405,340,15,315,6280,Sturgeon County2021
Sturgeon Lake 154,2001,0,0,0,40,0,5,0,190,Sturgeon Lake 1542001
Sturgeon Lake 154,2006,0,0,0,20,10,250,0,0,Sturgeon Lake 1542006
Sturgeon Lake 154,2011,0,0,0,65,0,10,0,250,Sturgeon Lake 1542011
Sturgeon Lake 154,2016,0,0,0,35,0,10,0,380,Sturgeon Lake 1542016
Sturgeon Lake 154,2021,0,0,0,45,10,10,0,375,Sturgeon Lake 1542021
Sturgeon Lake 154A,2016,0,0,0,5,0,0,0,10,Sturgeon Lake 154A2016
Sturgeon Lake 154A,2021,0,0,0,0,0,0,0,0,Sturgeon Lake 154A2021
Sucker Creek 150A,2001,0,0,0,10,0,0,0,135,Sucker Creek 150A2001
Sucker Creek 150A,2006,0,0,10,10,0,0,10,165,Sucker Creek 150A2006
Sucker Creek 150A,2011,0,0,0,40,0,5,15,175,Sucker Creek 150A2011
Sucker Creek 150A,2016,0,0,0,30,0,5,10,190,Sucker Creek 150A2016
Sucker Creek 150A,2021,0,0,0,35,20,20,0,190,Sucker Creek 150A2021
Sunbreaker Cove,2001,0,0,0,0,0,0,0,35,Sunbreaker Cove2001
Sunbreaker Cove,2011,0,0,0,0,0,0,0,35,Sunbreaker Cove2011
Sunbreaker Cove,2016,0,0,0,0,0,0,0,40,Sunbreaker Cove2016
Sunbreaker Cove,2021,0,0,0,0,0,0,0,30,Sunbreaker Cove2021
Sunchild 202,2001,0,0,0,15,0,0,5,90,Sunchild 2022001
Sunchild 202,2006,0,0,0,0,0,0,0,90,Sunchild 2022006
Sunchild 202,2011,0,0,5,25,0,0,0,145,Sunchild 2022011
Sunchild 202,2016,0,0,0,0,0,5,0,165,Sunchild 2022016
Sunchild 202,2021,0,0,0,0,15,15,0,160,Sunchild 2022021
Sundance Beach,2011,0,0,5,0,0,0,0,30,Sundance Beach2011
Sundance Beach,2016,0,0,0,0,0,0,0,30,Sundance Beach2016
Sundance Beach,2021,0,0,0,0,0,0,0,0,Sundance Beach2021
Sundre,2001,50,0,5,10,0,80,45,745,Sundre2001
Sundre,2006,50,0,0,0,0,105,65,815,Sundre2006
Sundre,2011,95,10,10,315,5,50,65,595,Sundre2011
Sundre,2016,135,0,5,140,5,45,70,785,Sundre2016
Sundre,2021,110,0,0,335,250,70,70,600,Sundre2021
Sunrise Beach,2001,0,0,0,0,0,0,0,40,Sunrise Beach2001
Sunrise Beach,2006,0,0,0,0,0,0,0,70,Sunrise Beach2006
Sunrise Beach,2011,0,0,0,5,0,0,0,70,Sunrise Beach2011
Sunrise Beach,2016,0,0,0,0,0,0,0,70,Sunrise Beach2016
Sunrise Beach,2021,0,0,0,0,0,0,0,85,Sunrise Beach2021
Sunset Beach,2001,0,0,0,0,0,0,0,30,Sunset Beach2001
Sunset Beach,2006,0,0,0,0,0,0,0,45,Sunset Beach2006
Sunset Beach,2011,0,0,0,0,0,0,0,25,Sunset Beach2011
Sunset Beach,2016,0,0,0,0,0,0,0,25,Sunset Beach2016
Sunset Beach,2021,0,0,0,0,0,0,0,25,Sunset Beach2021
Sunset Point,2001,0,0,0,0,0,0,0,75,Sunset Point2001
Sunset Point,2011,0,0,0,0,0,0,0,90,Sunset Point2011
Sunset Point,2016,0,0,0,0,0,0,0,75,Sunset Point2016
Sunset Point,2021,0,0,0,0,0,0,0,100,Sunset Point2021
Swan Hills,2001,50,0,0,20,5,55,10,490,Swan Hills2001
Swan Hills,2006,85,0,0,0,0,65,10,465,Swan Hills2006
Swan Hills,2011,30,0,15,80,0,55,5,395,Swan Hills2011
Swan Hills,2016,40,0,0,95,0,35,10,355,Swan Hills2016
Swan Hills,2021,20,0,0,15,55,15,15,420,Swan Hills2021
Swan River 150E,2001,0,0,0,30,0,0,0,55,Swan River 150E2001
Swan River 150E,2006,0,0,0,0,0,0,0,90,Swan River 150E2006
Swan River 150E,2011,0,0,0,35,0,0,5,60,Swan River 150E2011
Swan River 150E,2016,0,0,0,40,0,20,0,60,Swan River 150E2016
Swan River 150E,2021,0,0,0,50,10,10,0,55,Swan River 150E2021
Sylvan Lake,2001,205,0,25,175,10,170,220,1865,Sylvan Lake2001
Sylvan Lake,2006,280,10,60,160,0,240,240,2675,Sylvan Lake2006
Sylvan Lake,2011,380,0,165,165,5,345,260,3270,Sylvan Lake2011
Sylvan Lake,2016,480,15,190,195,0,650,255,3825,Sylvan Lake2016
Sylvan Lake,2021,535,135,215,165,1880,810,320,4215,Sylvan Lake2021
Taber,2001,0,0,0,120,0,0,0,1555,Taber2001
Taber,2006,0,0,10,120,0,0,0,1585,Taber2006
Taber,2011,5,0,0,125,0,0,10,1695,Taber2011
Taber,2016,375,0,110,120,5,70,195,2285,Taber2016
Taber,2021,425,0,135,130,810,65,190,2405,Taber2021
"Taber, M.D.",2001,305,0,55,115,5,95,115,2130,"Taber, M.D.2001"
"Taber, M.D.",2006,375,0,55,90,0,80,100,2200,"Taber, M.D.2006"
"Taber, M.D.",2011,385,0,55,130,0,80,165,2275,"Taber, M.D.2011"
"Taber, M.D.",2016,5,0,0,160,0,0,5,1685,"Taber, M.D.2016"
"Taber, M.D.",2021,0,0,0,140,25,0,10,1805,"Taber, M.D.2021"
Tall Cree 173,2001,0,0,0,0,0,0,0,40,Tall Cree 1732001
Tall Cree 173,2011,0,0,0,5,0,5,5,30,Tall Cree 1732011
Tall Cree 173,2016,0,0,0,10,0,5,5,35,Tall Cree 1732016
Tall Cree 173,2021,0,0,0,10,10,10,0,40,Tall Cree 1732021
Tall Cree 173A,2001,0,0,0,10,0,0,0,35,Tall Cree 173A2001
Tall Cree 173A,2006,0,0,0,0,0,0,0,30,Tall Cree 173A2006
Tall Cree 173A,2011,0,0,0,10,0,0,5,30,Tall Cree 173A2011
Tall Cree 173A,2016,0,0,0,5,0,0,5,45,Tall Cree 173A2016
Tall Cree 173A,2021,0,0,0,10,0,0,0,35,Tall Cree 173A2021
Thebathi 196,2021,0,0,0,0,0,0,0,0,Thebathi 1962021
Thorhild County,2001,0,0,10,155,25,25,10,1185,Thorhild County2001
Thorhild County,2006,10,0,0,180,15,10,10,1220,Thorhild County2006
Thorhild County,2011,0,0,0,145,5,30,0,1275,Thorhild County2011
Thorhild County,2016,0,0,0,165,10,25,10,1195,Thorhild County2016
Thorhild County,2021,0,0,0,180,35,0,15,1120,Thorhild County2021
Thorsby,2001,25,0,0,35,5,0,5,265,Thorsby2001
Thorsby,2006,20,0,0,40,0,30,10,285,Thorsby2006
Thorsby,2011,10,0,0,5,0,20,10,285,Thorsby2011
Thorsby,2016,25,0,0,35,0,5,15,315,Thorsby2016
Thorsby,2021,20,0,0,50,50,15,15,305,Thorsby2021
Three Hills,2001,115,0,70,50,5,40,40,755,Three Hills2001
Three Hills,2006,80,0,65,20,35,55,30,810,Three Hills2006
Three Hills,2011,95,0,35,25,0,65,60,895,Three Hills2011
Three Hills,2016,100,0,55,95,20,60,80,825,Three Hills2016
Three Hills,2021,90,0,15,20,265,50,115,885,Three Hills2021
Tofield,2001,55,0,0,25,0,5,10,595,Tofield2001
Tofield,2006,55,0,10,0,0,15,0,640,Tofield2006
Tofield,2011,105,0,15,30,0,35,20,645,Tofield2011
Tofield,2016,85,0,0,20,0,10,45,655,Tofield2016
Tofield,2021,90,0,0,25,135,20,30,650,Tofield2021
Trochu,2001,10,0,0,35,5,30,0,335,Trochu2001
Trochu,2006,10,0,0,20,10,10,20,330,Trochu2006
Trochu,2011,20,0,5,30,5,0,10,340,Trochu2011
Trochu,2016,5,0,0,40,5,20,15,330,Trochu2016
Trochu,2021,20,0,15,40,70,10,10,310,Trochu2021
Tsuu T'ina Nation 145 (Sarcee 145),2001,0,0,0,0,0,5,0,615,Tsuu T'ina Nation 145 (Sarcee 145)2001
Tsuu T'ina Nation 145 (Sarcee 145),2011,0,0,0,0,0,0,0,540,Tsuu T'ina Nation 145 (Sarcee 145)2011
Tsuu T'ina Nation 145 (Sarcee 145),2016,0,0,0,0,0,0,0,490,Tsuu T'ina Nation 145 (Sarcee 145)2016
Tsuu T'ina Nation 145 (Sarcee 145),2021,0,0,0,0,0,0,0,0,Tsuu T'ina Nation 145 (Sarcee 145)2021
Turner Valley,2001,15,0,0,15,0,5,70,520,Turner Valley2001
Turner Valley,2006,15,0,0,15,0,0,295,435,Turner Valley2006
Turner Valley,2011,10,0,0,25,0,10,115,725,Turner Valley2011
Turner Valley,2016,10,0,0,0,0,15,125,870,Turner Valley2016
Turner Valley,2021,15,0,0,0,180,15,150,895,Turner Valley2021
Two Hills,2001,15,0,5,5,0,25,5,390,Two Hills2001
Two Hills,2006,15,0,0,10,10,50,0,370,Two Hills2006
Two Hills,2011,5,15,10,15,0,25,0,395,Two Hills2011
Two Hills,2016,15,0,10,15,0,0,0,360,Two Hills2016
Two Hills,2021,20,0,0,0,30,10,0,410,Two Hills2021
Two Hills County No. 21,2001,0,0,0,60,5,0,0,905,Two Hills County No. 212001
Two Hills County No. 21,2006,0,0,0,85,0,0,0,910,Two Hills County No. 212006
Two Hills County No. 21,2011,0,0,0,100,0,5,0,955,Two Hills County No. 212011
Two Hills County No. 21,2016,0,0,0,65,0,0,0,1035,Two Hills County No. 212016
Two Hills County No. 21,2021,0,0,0,65,10,0,0,1075,Two Hills County No. 212021
Unipouheos 121,2001,0,0,0,10,0,0,0,110,Unipouheos 1212001
Unipouheos 121,2006,0,0,0,0,0,0,0,165,Unipouheos 1212006
Unipouheos 121,2011,0,0,0,30,0,0,0,145,Unipouheos 1212011
Unipouheos 121,2016,0,0,0,0,0,0,0,205,Unipouheos 1212016
Unipouheos 121,2021,0,0,0,25,0,0,0,210,Unipouheos 1212021
Upper Hay River 212,2001,0,0,0,10,0,0,0,90,Upper Hay River 2122001
Upper Hay River 212,2006,0,0,0,10,0,0,0,90,Upper Hay River 2122006
Upper Hay River 212,2011,0,0,0,0,0,0,0,95,Upper Hay River 2122011
Upper Hay River 212,2016,0,0,0,5,0,0,0,95,Upper Hay River 2122016
Upper Hay River 212,2021,0,0,0,0,0,0,0,90,Upper Hay River 2122021
Utikoomak Lake 155,2001,0,0,0,95,0,5,5,100,Utikoomak Lake 1552001
Utikoomak Lake 155,2006,0,0,0,0,0,0,0,190,Utikoomak Lake 1552006
Utikoomak Lake 155,2011,0,0,0,40,0,0,0,90,Utikoomak Lake 1552011
Utikoomak Lake 155,2016,0,0,5,70,5,0,0,85,Utikoomak Lake 1552016
Utikoomak Lake 155,2021,0,0,0,75,0,0,0,115,Utikoomak Lake 1552021
Utikoomak Lake 155A,2001,0,0,0,5,0,0,0,25,Utikoomak Lake 155A2001
Utikoomak Lake 155A,2006,0,0,0,0,0,0,0,30,Utikoomak Lake 155A2006
Utikoomak Lake 155A,2011,0,0,0,15,0,0,0,20,Utikoomak Lake 155A2011
Utikoomak Lake 155A,2016,0,0,0,10,0,0,0,15,Utikoomak Lake 155A2016
Utikoomak Lake 155A,2021,0,0,0,15,0,0,0,15,Utikoomak Lake 155A2021
Val Quentin,2001,0,0,0,10,0,0,0,60,Val Quentin2001
Val Quentin,2006,0,0,0,0,0,0,0,80,Val Quentin2006
Val Quentin,2011,0,0,0,10,0,0,0,70,Val Quentin2011
Val Quentin,2016,0,0,0,5,0,0,0,125,Val Quentin2016
Val Quentin,2021,0,0,0,0,0,0,0,90,Val Quentin2021
Valleyview,2001,95,0,5,10,5,25,15,520,Valleyview2001
Valleyview,2006,75,0,0,160,10,30,45,390,Valleyview2006
Valleyview,2011,60,0,0,90,10,60,15,495,Valleyview2011
Valleyview,2016,85,0,5,100,5,60,20,470,Valleyview2016
Valleyview,2021,65,0,10,165,155,55,25,345,Valleyview2021
Vauxhall,2001,25,0,5,45,0,10,5,320,Vauxhall2001
Vauxhall,2006,10,0,0,15,20,20,10,335,Vauxhall2006
Vauxhall,2011,15,0,0,55,5,20,5,325,Vauxhall2011
Vauxhall,2016,15,0,5,55,0,10,5,325,Vauxhall2016
Vauxhall,2021,15,0,0,45,40,15,0,355,Vauxhall2021
Vegreville,2001,295,0,5,40,5,55,65,1795,Vegreville2001
Vegreville,2006,370,0,20,30,0,50,85,1820,Vegreville2006
Vegreville,2011,340,5,20,65,0,60,75,1865,Vegreville2011
Vegreville,2016,320,0,10,65,0,80,110,1845,Vegreville2016
Vegreville,2021,350,0,25,75,545,85,85,1840,Vegreville2021
Vermilion,2001,180,0,25,70,5,50,20,1225,Vermilion2001
Vermilion,2006,210,0,70,25,0,80,10,1235,Vermilion2006
Vermilion,2011,215,0,50,5,0,50,20,1305,Vermilion2011
Vermilion,2016,190,0,60,70,0,95,30,1310,Vermilion2016
Vermilion,2021,190,0,50,70,305,50,15,1300,Vermilion2021
Vermilion River County,2001,5,0,0,180,0,5,5,2420,Vermilion River County2001
Vermilion River County,2006,10,0,25,250,10,0,40,2310,Vermilion River County2006
Vermilion River County,2011,5,0,0,165,0,0,15,2615,Vermilion River County2011
Vermilion River County,2016,0,0,0,220,5,5,5,2745,Vermilion River County2016
Vermilion River County,2021,0,0,0,250,10,10,0,2740,Vermilion River County2021
Veteran,2001,0,0,0,15,0,0,0,100,Veteran2001
Veteran,2006,0,0,0,0,0,0,0,125,Veteran2006
Veteran,2011,0,0,0,20,0,0,0,85,Veteran2011
Veteran,2016,0,0,0,5,0,0,0,95,Veteran2016
Veteran,2021,0,0,0,0,0,0,0,100,Veteran2021
Viking,2001,20,0,0,45,5,5,0,375,Viking2001
Viking,2006,15,0,0,45,0,0,30,350,Viking2006
Viking,2011,0,0,15,30,0,10,5,390,Viking2011
Viking,2016,15,0,0,40,0,15,0,395,Viking2016
Viking,2021,0,0,0,25,15,15,0,390,Viking2021
Vilna,2001,0,0,0,5,5,10,0,115,Vilna2001
Vilna,2006,10,0,0,0,0,10,0,110,Vilna2006
Vilna,2011,5,0,0,0,0,0,5,100,Vilna2011
Vilna,2016,0,0,0,15,0,5,10,80,Vilna2016
Vilna,2021,0,0,0,15,0,0,0,90,Vilna2021
Vulcan,2001,50,0,0,15,0,35,15,575,Vulcan2001
Vulcan,2006,10,0,0,50,0,45,50,615,Vulcan2006
Vulcan,2011,20,0,10,15,0,50,50,625,Vulcan2011
Vulcan,2016,40,0,15,45,0,35,40,650,Vulcan2016
Vulcan,2021,15,0,15,40,155,40,85,615,Vulcan2021
Vulcan County,2001,0,0,0,90,5,0,5,1030,Vulcan County2001
Vulcan County,2006,0,0,0,55,0,0,0,1075,Vulcan County2006
Vulcan County,2011,0,0,0,40,0,5,0,1055,Vulcan County2011
Vulcan County,2016,0,0,0,90,0,5,5,1080,Vulcan County2016
Vulcan County,2021,0,0,0,30,0,0,0,1175,Vulcan County2021
Wabamun,2001,20,0,0,40,0,0,0,175,Wabamun2001
Wabamun,2006,20,0,0,0,0,10,0,215,Wabamun2006
Wabamun,2011,15,0,0,30,0,0,0,215,Wabamun2011
Wabamun,2016,10,0,0,50,0,10,0,195,Wabamun2016
Wabamun 133A,2001,0,0,0,25,0,0,0,155,Wabamun 133A2001
Wabamun 133A,2006,0,0,0,15,0,0,0,180,Wabamun 133A2006
Wabamun 133A,2011,0,0,0,0,0,0,0,205,Wabamun 133A2011
Wabamun 133A,2016,0,0,0,35,0,0,0,305,Wabamun 133A2016
Wabamun 133A,2021,0,0,0,15,10,0,10,180,Wabamun 133A2021
Wabamun 133B,2021,0,0,0,0,0,0,0,0,Wabamun 133B2021
Wabasca 166,2001,0,0,0,5,0,0,0,10,Wabasca 1662001
Wabasca 166,2006,0,0,0,10,0,0,0,15,Wabasca 1662006
Wabasca 166,2011,0,0,0,15,0,0,0,20,Wabasca 1662011
Wabasca 166,2016,0,0,0,20,0,0,5,20,Wabasca 1662016
Wabasca 166,2021,0,0,0,20,0,0,0,20,Wabasca 1662021
Wabasca 166A,2001,0,0,0,50,0,0,0,70,Wabasca 166A2001
Wabasca 166A,2006,0,0,0,45,0,10,0,95,Wabasca 166A2006
Wabasca 166A,2011,0,0,0,60,0,5,0,110,Wabasca 166A2011
Wabasca 166A,2016,0,0,0,50,0,5,10,120,Wabasca 166A2016
Wabasca 166A,2021,0,0,0,65,15,15,0,105,Wabasca 166A2021
Wabasca 166B,2001,0,0,0,0,0,0,0,30,Wabasca 166B2001
Wabasca 166B,2006,0,0,0,0,0,0,0,35,Wabasca 166B2006
Wabasca 166B,2011,0,0,0,10,0,0,0,40,Wabasca 166B2011
Wabasca 166B,2016,0,0,0,10,0,0,0,30,Wabasca 166B2016
Wabasca 166B,2021,0,0,0,10,0,0,0,30,Wabasca 166B2021
Wabasca 166C,2001,0,0,0,20,0,0,0,25,Wabasca 166C2001
Wabasca 166C,2006,0,0,0,20,0,0,0,35,Wabasca 166C2006
Wabasca 166C,2011,0,0,0,20,0,0,0,35,Wabasca 166C2011
Wabasca 166C,2016,0,0,0,15,0,0,0,30,Wabasca 166C2016
Wabasca 166C,2021,0,0,0,20,0,0,0,30,Wabasca 166C2021
Wabasca 166D,2001,0,0,0,100,0,0,0,105,Wabasca 166D2001
Wabasca 166D,2006,0,0,0,110,0,0,0,105,Wabasca 166D2006
Wabasca 166D,2011,0,0,0,125,0,0,0,115,Wabasca 166D2011
Wabasca 166D,2016,0,0,0,140,0,0,0,110,Wabasca 166D2016
Wabasca 166D,2021,0,0,0,135,0,0,0,95,Wabasca 166D2021
Wainwright,2001,215,0,20,110,0,130,50,1550,Wainwright2001
Wainwright,2006,255,10,50,125,0,125,105,1490,Wainwright2006
Wainwright,2011,235,5,55,75,0,140,120,1750,Wainwright2011
Wainwright,2016,250,0,115,110,5,165,185,1705,Wainwright2016
Wainwright,2021,240,0,150,130,770,175,205,1765,Wainwright2021
Wainwright No. 61,2001,0,0,0,75,0,105,5,1060,Wainwright No. 612001
Wainwright No. 61,2006,0,0,0,95,0,110,10,995,Wainwright No. 612006
Wainwright No. 61,2011,0,0,0,70,0,0,5,1150,Wainwright No. 612011
Wainwright No. 61,2016,5,0,0,120,0,80,60,1195,Wainwright No. 612016
Wainwright No. 61,2021,0,0,0,85,135,85,50,1275,Wainwright No. 612021
Waiparous,2011,0,0,0,0,0,0,0,20,Waiparous2011
Waiparous,2016,0,0,0,0,0,0,0,25,Waiparous2016
Waiparous,2021,0,0,0,0,0,0,0,0,Waiparous2021
Warburg,2001,0,0,5,20,25,0,5,150,Warburg2001
Warburg,2006,10,15,0,20,0,10,0,190,Warburg2006
Warburg,2011,5,0,5,60,5,0,0,235,Warburg2011
Warburg,2016,0,0,0,60,5,0,0,240,Warburg2016
Warburg,2021,0,0,0,90,0,0,0,195,Warburg2021
Warner,2001,5,0,0,15,0,0,5,150,Warner2001
Warner,2006,0,0,0,10,0,0,0,130,Warner2006
Warner,2011,5,0,0,0,0,0,0,155,Warner2011
Warner,2016,5,0,0,15,0,5,5,145,Warner2016
Warner,2021,0,0,0,15,10,0,0,150,Warner2021
Warner County No. 5,2001,0,0,0,40,0,5,0,785,Warner County No. 52001
Warner County No. 5,2006,10,0,0,30,0,0,0,780,Warner County No. 52006
Warner County No. 5,2011,0,0,0,15,0,0,0,800,Warner County No. 52011
Warner County No. 5,2016,0,0,0,45,0,5,0,765,Warner County No. 52016
Warner County No. 5,2021,0,0,0,15,10,0,0,880,Warner County No. 52021
Waskatenau,2001,0,0,0,0,0,15,0,110,Waskatenau2001
Waskatenau,2006,10,0,0,0,20,0,0,95,Waskatenau2006
Waskatenau,2011,0,0,5,0,5,0,0,110,Waskatenau2011
Waskatenau,2016,0,0,0,10,5,5,0,85,Waskatenau2016
Waskatenau,2021,0,0,0,0,0,0,0,110,Waskatenau2021
Wembley,2001,20,0,0,10,0,0,35,415,Wembley2001
Wembley,2006,25,0,0,85,0,0,10,365,Wembley2006
Wembley,2011,25,0,0,80,0,0,25,380,Wembley2011
Wembley,2016,20,0,0,20,0,0,30,500,Wembley2016
Wembley,2021,0,0,20,70,30,0,0,450,Wembley2021
West Baptiste,2001,0,0,0,0,0,0,0,20,West Baptiste2001
West Baptiste,2011,0,0,0,0,0,0,0,25,West Baptiste2011
West Baptiste,2021,0,0,0,0,0,0,0,30,West Baptiste2021
West Cove,2001,0,0,0,0,0,0,0,40,West Cove2001
West Cove,2006,0,0,0,0,0,0,0,70,West Cove2006
West Cove,2011,0,0,0,0,0,0,0,50,West Cove2011
West Cove,2016,0,0,0,0,0,0,0,75,West Cove2016
West Cove,2021,0,0,0,10,0,0,0,125,West Cove2021
Westlock,2001,365,0,30,110,5,50,50,1430,Westlock2001
Westlock,2006,360,0,25,35,10,60,40,1540,Westlock2006
Westlock,2011,330,0,35,160,0,50,80,1380,Westlock2011
Westlock,2016,350,5,50,150,0,50,95,1440,Westlock2016
Westlock,2021,320,0,40,140,500,50,90,1510,Westlock2021
Westlock County,2001,0,0,5,265,0,5,0,2115,Westlock County2001
Westlock County,2006,10,0,0,320,0,10,10,2050,Westlock County2006
Westlock County,2011,5,5,5,295,5,0,10,2375,Westlock County2011
Westlock County,2016,0,0,5,275,0,5,5,2390,Westlock County2016
Westlock County,2021,0,0,0,395,0,0,0,2280,Westlock County2021
Wetaskiwin,2001,950,0,20,120,20,340,235,2840,Wetaskiwin2001
Wetaskiwin,2006,975,0,105,155,10,365,350,2810,Wetaskiwin2006
Wetaskiwin,2011,1130,0,65,160,20,360,365,3030,Wetaskiwin2011
Wetaskiwin,2016,985,0,160,160,15,420,355,3020,Wetaskiwin2016
Wetaskiwin,2021,980,0,155,165,2000,435,425,3015,Wetaskiwin2021
Wetaskiwin County No. 10,2001,5,0,0,420,0,5,15,3420,Wetaskiwin County No. 102001
Wetaskiwin County No. 10,2006,0,0,10,570,50,10,100,3200,Wetaskiwin County No. 102006
Wetaskiwin County No. 10,2011,10,0,10,460,10,10,40,3615,Wetaskiwin County No. 102011
Wetaskiwin County No. 10,2016,10,0,5,455,20,10,45,3830,Wetaskiwin County No. 102016
Wetaskiwin County No. 10,2021,0,0,0,395,70,15,45,4030,Wetaskiwin County No. 102021
Wheatland County,2001,0,0,10,310,5,5,15,2040,Wheatland County2001
Wheatland County,2006,30,0,0,240,0,10,10,2210,Wheatland County2006
Wheatland County,2011,0,0,10,285,5,10,15,2340,Wheatland County2011
Wheatland County,2016,0,0,10,260,5,5,65,2495,Wheatland County2016
Wheatland County,2021,0,0,20,210,90,0,65,2545,Wheatland County2021
Whispering Hills,2001,0,0,0,5,0,0,0,35,Whispering Hills2001
Whispering Hills,2006,0,0,0,10,0,0,0,50,Whispering Hills2006
Whispering Hills,2011,0,0,0,5,0,0,0,40,Whispering Hills2011
Whispering Hills,2016,0,0,0,5,0,0,0,60,Whispering Hills2016
Whispering Hills,2021,0,0,0,0,0,0,0,55,Whispering Hills2021
White Fish Lake 128,2001,0,0,0,10,0,0,0,220,White Fish Lake 1282001
White Fish Lake 128,2006,0,0,0,20,0,0,10,260,White Fish Lake 1282006
White Fish Lake 128,2011,0,0,0,25,0,0,0,265,White Fish Lake 1282011
White Fish Lake 128,2016,0,0,0,20,0,0,0,270,White Fish Lake 1282016
White Fish Lake 128,2021,0,0,0,15,0,10,0,265,White Fish Lake 1282021
White Sands,2001,0,0,0,0,0,0,0,30,White Sands2001
White Sands,2011,0,0,0,0,0,0,0,45,White Sands2011
White Sands,2016,0,0,0,0,0,0,0,60,White Sands2016
White Sands,2021,0,0,0,0,0,0,0,75,White Sands2021
Whitecourt,2001,495,20,65,585,0,75,150,1525,Whitecourt2001
Whitecourt,2006,310,10,215,655,0,85,240,1770,Whitecourt2006
Whitecourt,2011,375,0,165,710,0,145,295,1940,Whitecourt2011
Whitecourt,2016,495,0,80,740,5,135,285,2005,Whitecourt2016
Whitecourt,2021,610,0,65,745,1100,120,300,2035,Whitecourt2021
Willingdon,2001,0,0,0,10,5,0,0,125,Willingdon2001
Willingdon,2006,0,0,0,0,0,0,0,145,Willingdon2006
Willingdon,2011,5,0,0,0,0,0,0,125,Willingdon2011
Willingdon,2016,0,0,0,15,0,0,0,115,Willingdon2016
Willow Creek No. 26,2001,5,0,0,80,0,5,10,1460,Willow Creek No. 262001
Willow Creek No. 26,2006,0,0,10,135,0,10,10,1500,Willow Creek No. 262006
Willow Creek No. 26,2011,5,0,0,115,0,0,5,1475,Willow Creek No. 262011
Willow Creek No. 26,2016,15,0,0,105,5,20,10,1525,Willow Creek No. 262016
Willow Creek No. 26,2021,0,0,0,95,10,0,0,1775,Willow Creek No. 262021
Wood Buffalo,2001,2850,210,50,755,10,1365,785,7740,Wood Buffalo2001
Wood Buffalo,2006,3385,500,380,2465,0,1755,970,8525,Wood Buffalo2006
Wood Buffalo,2011,4640,555,325,2775,5,2270,1340,11165,Wood Buffalo2011
Wood Buffalo,2016,5235,580,420,2550,0,2810,1220,12835,Wood Buffalo2016
Wood Buffalo,2021,5645,845,475,2615,9990,2605,1260,12480,Wood Buffalo2021
Woodland Cree 226,2001,0,0,0,15,0,0,10,80,Woodland Cree 2262001
Woodland Cree 226,2006,0,0,0,45,0,0,15,45,Woodland Cree 2262006
Woodland Cree 226,2011,0,0,0,35,0,0,5,125,Woodland Cree 2262011
Woodland Cree 226,2016,0,0,0,50,0,0,5,130,Woodland Cree 2262016
Woodland Cree 226,2021,0,0,0,40,10,10,0,125,Woodland Cree 2262021
Woodland Cree 228,2001,0,0,0,5,0,0,0,20,Woodland Cree 2282001
Woodland Cree 228,2006,0,0,0,15,0,0,0,10,Woodland Cree 2282006
Woodland Cree 228,2011,0,0,0,5,0,0,0,30,Woodland Cree 2282011
Woodland Cree 228,2016,0,0,0,5,0,0,0,30,Woodland Cree 2282016
Woodland Cree 228,2021,0,0,0,10,0,0,0,25,Woodland Cree 2282021
Woodlands County,2001,5,0,0,375,40,0,0,945,Woodlands County2001
Woodlands County,2006,0,0,10,290,15,0,60,1130,Woodlands County2006
Woodlands County,2011,5,0,5,290,0,0,5,1295,Woodlands County2011
Woodlands County,2016,0,0,5,200,5,10,0,1595,Woodlands County2016
Woodlands County,2021,0,0,0,350,0,0,0,1390,Woodlands County2021
